Source,Target,Weight,Type
RMDVL,CEPDL,2,chemical
RMDVL,SIAVR,2,chemical
RMDVL,URYVR,1,chemical
RMDVL,RMDDR,41,chemical
RMDVL,RMDR,2,chemical
RMDVL,RMDVR,1,chemical
RMDVL,OLQVR,3,chemical
RMDVL,IL1R,2,chemical
RMDVL,IL2VR,1,chemical
RMDVL,SIBDR,1,chemical
VA01,DA02,1,chemical
VA01,VD01,3,chemical
VA01,DD01,12,chemical
VB02,VC02,1,chemical
VB02,VD02,14,chemical
VB02,VA02,5,chemical
VB02,VD03,4,chemical
VB02,DD02,1,chemical
VB02,VA03,11,chemical
VB02,DD01,30,chemical
VB02,AVEL,1,chemical
RIAL,SMDDL,22,chemical
RIAL,SIADL,3,chemical
RIAL,CEPDL,1,chemical
RIAL,SIAVR,2,chemical
RIAL,SMDVR,32,chemical
RIAL,RIML,2,chemical
RIAL,SMBDR,7,chemical
RIAL,RMDDR,35,chemical
RIAL,RIBL,2,chemical
RIAL,RMDR,17,chemical
RIAL,RIMR,2,chemical
RIAL,SAADL,1,chemical
RIAL,AVAL,2,chemical
RIAL,AQR,4,chemical
RIAL,RMDVR,48,chemical
RIAL,SMDVL,14,chemical
RIAL,URXL,2,chemical
RIAL,RMDVL,48,chemical
RIAL,SMDDR,33,chemical
RIAL,RMDDL,48,chemical
RIAL,BAGR,2,chemical
RIAL,AIZL,1,chemical
RIAL,RIVR,12,chemical
RIAL,RIVL,8,chemical
RIAL,RIR,3,chemical
RIAL,RIAR,23,chemical
RIAL,RMDL,26,chemical
SIADR,CEPDL,1,chemical
SIADR,SMBDR,17,chemical
SIADR,IL1VR,1,chemical
SIADR,ALML,1,chemical
SIADR,AVAL,1,chemical
SIADR,SMDDR,17,chemical
SIADR,SDQL,4,chemical
SIADR,SIBDR,4,chemical
SMDDR,SMDDL,4,chemical
SMDDR,AVER,1,chemical
SMDDR,ASJL,1,chemical
SMDDR,SMBDR,3,chemical
SMDDR,RIBL,1,chemical
SMDDR,AIZR,2,chemical
SMDDR,RMDR,1,chemical
SMDDR,RIMR,3,chemical
SMDDR,RIS,3,chemical
SMDDR,ALNL,1,chemical
SMDDR,SMDVL,5,chemical
SMDDR,ALNR,2,chemical
SMDDR,RIAL,5,chemical
SMDDR,SIADR,14,chemical
SMDDR,RIVL,1,chemical
SMDDR,RIAR,3,chemical
SMDDR,ASGL,1,chemical
SMDDR,SIBDR,14,chemical
DVC,AIBL,3,chemical
DVC,RIBL,2,chemical
DVC,RIGR,13,chemical
DVC,AVAL,14,chemical
DVC,RMFL,14,chemical
DVC,AIBR,3,chemical
DVC,AVKL,2,chemical
DVC,VD09,2,chemical
DVC,URAVL,1,chemical
DVC,AVBL,1,chemical
DVC,RIBR,6,chemical
DVC,RIVR,2,chemical
DVC,RIGL,16,chemical
DVC,AVAR,16,chemical
DVC,PVDR,1,chemical
DVC,PVT,1,chemical
DVC,RMFR,9,chemical
AWCR,AIBL,3,chemical
AWCR,AWCL,17,chemical
AWCR,ASIR,2,chemical
AWCR,AIYR,22,chemical
AWCR,ADFR,1,chemical
AWCR,AIBR,18,chemical
AWCR,ASHR,1,chemical
AWCR,ASEL,8,chemical
AWCR,RIAL,3,chemical
AWCR,ASGR,3,chemical
AWCR,ASIL,2,chemical
AWCR,AIAL,1,chemical
AWCR,AIAR,8,chemical
AWCR,RIVL,3,chemical
AWCR,AIYL,12,chemical
AWCR,IL2L,2,chemical
AWCR,ASER,5,chemical
CEPVL,AVER,5,chemical
CEPVL,SMDVR,1,chemical
CEPVL,RIBL,3,chemical
CEPVL,SMBVL,1,chemical
CEPVL,RMHL,10,chemical
CEPVL,OLQVL,19,chemical
CEPVL,PVR,3,chemical
CEPVL,SIAVL,6,chemical
CEPVL,URYVL,5,chemical
CEPVL,RMGL,2,chemical
CEPVL,RMDVR,8,chemical
CEPVL,RICL,20,chemical
CEPVL,URXL,2,chemical
CEPVL,URAVL,6,chemical
CEPVL,RIAL,1,chemical
CEPVL,OLLL,4,chemical
CEPVL,RMDDL,7,chemical
CEPVL,IL1VL,9,chemical
CEPVL,RIPL,4,chemical
CEPVL,RMHR,5,chemical
CEPVL,RICR,17,chemical
OLLL,SMDDL,8,chemical
OLLL,AVER,53,chemical
OLLL,CEPDL,5,chemical
OLLL,SMDVR,10,chemical
OLLL,URYDL,2,chemical
OLLL,RIBL,24,chemical
OLLL,URYVL,1,chemical
OLLL,RMDVL,3,chemical
OLLL,SMDDR,9,chemical
OLLL,CEPVL,14,chemical
OLLL,OLLL,4,chemical
OLLL,RMDDL,22,chemical
OLLL,IL1VL,3,chemical
OLLL,ADEL,5,chemical
OLLL,RMEL,5,chemical
OLLL,RMDL,6,chemical
AS10,VD11,10,chemical
AS10,VD10,10,chemical
ASKR,ADLR,3,chemical
ASKR,RIFR,1,chemical
ASKR,AIMR,5,chemical
ASKR,ALA,1,chemical
ASKR,AIBR,2,chemical
ASKR,CEPVR,2,chemical
ASKR,ASGR,1,chemical
ASKR,AIAL,1,chemical
ASKR,AIAR,35,chemical
ASKR,HSNL,1,chemical
ASKR,AWAR,2,chemical
ASKR,ASER,1,chemical
VA06,DD03,21,chemical
VA06,VB05,7,chemical
VA06,VD05,3,chemical
VA06,VA05,2,chemical
VA06,AS01,13,chemical
VA06,AVAR,1,chemical
VA06,VB04,1,chemical
VA06,AS02,1,chemical
VA06,VD06,6,chemical
AS06,DD03,4,chemical
AS06,DA05,1,chemical
AS06,DB04,1,chemical
AS06,VD06,20,chemical
AVBL,AVER,1,chemical
AVBL,AVJR,1,chemical
AVBL,DA05,1,chemical
AVBL,AS05,2,chemical
AVBL,VA02,3,chemical
AVBL,AVDR,3,chemical
AVBL,AVL,1,chemical
AVBL,AVBR,6,chemical
AVBL,PVNR,3,chemical
AVBL,AVAL,9,chemical
AVBL,DVA,2,chemical
AVBL,VA11,1,chemical
AVBL,VA10,1,chemical
AVBL,VB02,3,chemical
AVBL,AS10,2,chemical
AVBL,PVPR,3,chemical
AVBL,AVEL,1,chemical
AVBL,AVAR,14,chemical
AVBL,VC03,3,chemical
AVBL,PVCR,2,chemical
AVBL,DA07,1,chemical
AVBL,SDQL,1,chemical
AVBL,AS04,1,chemical
BDUL,RIFL,2,chemical
BDUL,AVJR,2,chemical
BDUL,ALML,1,chemical
BDUL,SAADL,3,chemical
BDUL,PVNR,4,chemical
BDUL,AVHL,2,chemical
BDUL,ADAL,2,chemical
BDUL,RMGL,3,chemical
BDUL,PVNL,2,chemical
BDUL,ADEL,6,chemical
BDUL,HSNL,3,chemical
BDUL,URADL,3,chemical
RMDDL,AVER,1,chemical
RMDDL,RMHL,1,chemical
RMDDL,RMDVR,22,chemical
RMDDL,RMDVL,1,chemical
RMDDL,RIAL,1,chemical
RMDDL,CEPVL,2,chemical
RMDDL,IL1R,9,chemical
RMDDL,RMEV,2,chemical
RMDDL,IL1DR,2,chemical
ASGR,AIYR,1,chemical
ASGR,AIBR,20,chemical
ASGR,AIAR,51,chemical
ASGR,ASER,3,chemical
BAGR,BAGL,3,chemical
BAGR,RIBL,22,chemical
BAGR,AVAL,4,chemical
BAGR,OLQVL,2,chemical
BAGR,AQR,3,chemical
BAGR,SMDVL,1,chemical
BAGR,RIAL,18,chemical
BAGR,RIBR,1,chemical
BAGR,RIGL,10,chemical
BAGR,AIYL,3,chemical
BAGR,AVEL,8,chemical
LUAR,PVWL,3,chemical
LUAR,AVJR,4,chemical
LUAR,AVDR,14,chemical
LUAR,AVAL,13,chemical
LUAR,PVR,2,chemical
LUAR,PQR,7,chemical
LUAR,PDB,2,chemical
LUAR,PVNL,1,chemical
LUAR,AVAR,31,chemical
LUAR,PVWR,2,chemical
LUAR,PVCR,9,chemical
LUAR,AVDL,5,chemical
VD04,VA04,1,chemical
VD04,VB03,2,chemical
AIZL,AVER,26,chemical
AIZL,AIBL,10,chemical
AIZL,AFDL,1,chemical
AIZL,RIML,35,chemical
AIZL,URYDL,3,chemical
AIZL,SMBVL,21,chemical
AIZL,DVA,1,chemical
AIZL,AVKR,4,chemical
AIZL,AIBR,53,chemical
AIZL,SMDVL,3,chemical
AIZL,ASEL,4,chemical
AIZL,VB02,1,chemical
AIZL,RIAL,29,chemical
AIZL,AWCR,2,chemical
AIZL,AIAL,12,chemical
AIZL,ADFL,1,chemical
AIZL,SMBDL,24,chemical
AIZL,RIGL,4,chemical
AIZL,AVEL,3,chemical
AIZL,RICR,11,chemical
PVPR,PVQR,1,chemical
PVPR,AVJL,2,chemical
PVPR,RIGR,2,chemical
PVPR,AVL,4,chemical
PVPR,RIMR,1,chemical
PVPR,PVCL,6,chemical
PVPR,AVBR,11,chemical
PVPR,AVAL,1,chemical
PVPR,ADFR,2,chemical
PVPR,AVHL,3,chemical
PVPR,AQR,5,chemical
PVPR,ASHR,2,chemical
PVPR,DD02,1,chemical
PVPR,DVC,3,chemical
PVPR,AVBL,8,chemical
PVPR,AVG,1,chemical
PVPR,URXR,1,chemical
PVPR,AVAR,5,chemical
PVPR,PVCR,13,chemical
PVPR,RIAR,2,chemical
PVPR,HSNR,2,chemical
ASIL,AIBL,3,chemical
ASIL,AWCL,3,chemical
ASIL,SAAVL,2,chemical
ASIL,ASKL,3,chemical
ASIL,RIBL,1,chemical
ASIL,AIYR,2,chemical
ASIL,RMFL,1,chemical
ASIL,CEPVR,1,chemical
ASIL,RIAL,3,chemical
ASIL,AWCR,4,chemical
ASIL,AIZL,1,chemical
ASIL,AIAL,2,chemical
ASIL,ADFL,1,chemical
ASIL,AWAR,2,chemical
ASIL,AIYL,3,chemical
ASIL,ASGL,3,chemical
ASIL,ASER,8,chemical
ALMR,SMDDL,1,chemical
ALMR,SIADL,1,chemical
ALMR,CEPDR,1,chemical
ALMR,URBR,1,chemical
ALMR,CEPVR,3,chemical
ALMR,RMDDL,1,chemical
ALMR,BDUR,14,chemical
ALMR,PVCR,10,chemical
DB02,DA02,3,chemical
DB02,DA04,1,chemical
DB02,VD03,33,chemical
DB02,DD02,16,chemical
DB02,VD04,15,chemical
DB02,AS03,3,chemical
DB02,DD01,3,chemical
DB02,DA03,12,chemical
DB02,AS04,2,chemical
SIBVR,AVDR,1,chemical
SIBVR,SIAVL,5,chemical
SIBVR,RID,1,chemical
IL1VL,AVL,1,chemical
IL1VL,RMHL,1,chemical
IL1VL,OLQVL,2,chemical
IL1VL,URYVL,4,chemical
IL1VL,IL1L,3,chemical
IL1VL,RMDVR,3,chemical
IL1VL,URAVL,4,chemical
IL1VL,RMDDL,30,chemical
IL1VL,IL1VL,5,chemical
IL1VL,RIPL,13,chemical
RIBR,SMDDL,2,chemical
RIBR,AVER,4,chemical
RIBR,AIBL,3,chemical
RIBR,RMED,1,chemical
RIBR,SMDVR,2,chemical
RIBR,BAGL,8,chemical
RIBR,URYVR,2,chemical
RIBR,AUAR,2,chemical
RIBR,RIGR,5,chemical
RIBR,AIZR,2,chemical
RIBR,RIH,2,chemical
RIBR,RIS,1,chemical
RIBR,AINL,1,chemical
RIBR,OLLR,1,chemical
RIBR,RMDVR,1,chemical
RIBR,SMDVL,2,chemical
RIBR,AVBL,2,chemical
RIBR,AVEL,6,chemical
RIBR,AVAR,6,chemical
RIBR,RIAR,8,chemical
AVG,AVER,1,chemical
AVG,VC01,2,chemical
AVG,PVQR,2,chemical
AVG,AVJR,3,chemical
AVG,AVFL,3,chemical
AVG,AVDR,3,chemical
AVG,AVJL,7,chemical
AVG,PVCL,1,chemical
AVG,AVBR,3,chemical
AVG,PVNR,4,chemical
AVG,DA08,1,chemical
AVG,AVAL,3,chemical
AVG,PHAL,3,chemical
AVG,PVNL,2,chemical
AVG,DVC,2,chemical
AVG,VA06,1,chemical
AVG,AVBL,5,chemical
AVG,AVG,2,chemical
AVG,AVEL,2,chemical
AVG,AVAR,3,chemical
AVG,PVCR,2,chemical
AVG,PVT,2,chemical
AVG,AVDL,1,chemical
VA03,VD02,3,chemical
VA03,VD03,11,chemical
VA03,DD02,10,chemical
VA03,VB02,1,chemical
VA03,DD01,18,chemical
VA03,VA04,2,chemical
VA03,VB03,3,chemical
RIVR,SMDDL,6,chemical
RIVR,SMDVR,3,chemical
RIVR,SMBVL,1,chemical
RIVR,RMDR,4,chemical
RIVR,SAADL,12,chemical
RIVR,SIAVL,5,chemical
RIVR,RMDVR,1,chemical
RIVR,RIAL,6,chemical
RIVR,RMDDL,1,chemical
RIVR,RIVL,8,chemical
RIVR,RIAR,2,chemical
RIVR,RMHR,2,chemical
AIAL,AIBL,35,chemical
AIAL,RIFL,10,chemical
AIAL,AWCL,1,chemical
AIAL,ASJL,4,chemical
AIAL,ASKL,9,chemical
AIAL,ADAL,1,chemical
AIAL,ASHL,1,chemical
AIAL,RMGL,2,chemical
AIAL,ADLL,1,chemical
AIAL,ASEL,5,chemical
AIAL,AWCR,6,chemical
AIAL,AIZL,4,chemical
AIAL,ADFL,2,chemical
AIAL,RIR,2,chemical
AIAL,PVQL,1,chemical
AIAL,ASGL,1,chemical
AIAL,ASER,10,chemical
AIAL,AIML,6,chemical
URXR,AVER,2,chemical
URXR,SIADL,2,chemical
URXR,SIAVR,4,chemical
URXR,AWBR,2,chemical
URXR,CEPDR,1,chemical
URXR,ADLR,3,chemical
URXR,RIFR,3,chemical
URXR,AUAR,21,chemical
URXR,RIGR,7,chemical
URXR,AIMR,3,chemical
URXR,RMDR,8,chemical
URXR,AVBR,3,chemical
URXR,SMBVR,7,chemical
URXR,ADFR,4,chemical
URXR,ADAR,1,chemical
URXR,URBR,8,chemical
URXR,RIPR,10,chemical
URXR,OLQVR,2,chemical
URXR,AVBL,2,chemical
URXR,RMDDL,2,chemical
URXR,ALMR,1,chemical
URXR,RIR,4,chemical
URXR,RMGR,6,chemical
URXR,AVAR,2,chemical
URXR,RIAR,20,chemical
URXR,RICR,3,chemical
ADFL,AIBL,2,chemical
ADFL,AFDL,1,chemical
ADFL,RIBL,4,chemical
ADFL,RIGR,1,chemical
ADFL,SMBVL,9,chemical
ADFL,AWBL,2,chemical
ADFL,ADAL,2,chemical
ADFL,AIBR,1,chemical
ADFL,ADLL,1,chemical
ADFL,AUAL,12,chemical
ADFL,SMDVL,1,chemical
ADFL,URXL,1,chemical
ADFL,RIAL,46,chemical
ADFL,AWCR,2,chemical
ADFL,AIZL,39,chemical
ADFL,AIAL,2,chemical
ADFL,SMBDL,1,chemical
ADFL,RIVL,1,chemical
ADFL,RIR,4,chemical
ADFL,RIGL,4,chemical
PHCL,DA09,1,chemical
PHCL,PVQR,2,chemical
PHCL,LUAL,2,chemical
PHCL,PHAR,1,chemical
PHCL,PVCL,7,chemical
PHCL,AVAL,5,chemical
PHCL,AVHR,1,chemical
PHCL,DVA,12,chemical
PHCL,VA12,6,chemical
PHCL,PHCR,2,chemical
ADEL,URBL,2,chemical
ADEL,RIFL,1,chemical
ADEL,CEPDL,1,chemical
ADEL,RMER,1,chemical
ADEL,SMBDR,1,chemical
ADEL,RIGR,15,chemical
ADEL,SMBVL,2,chemical
ADEL,AVL,1,chemical
ADEL,RIH,3,chemical
ADEL,ALML,1,chemical
ADEL,RMHL,1,chemical
ADEL,AVAL,7,chemical
ADEL,AVHL,2,chemical
ADEL,ADAL,1,chemical
ADEL,IL1L,3,chemical
ADEL,FLPL,4,chemical
ADEL,RMGL,7,chemical
ADEL,RIAL,2,chemical
ADEL,SIADR,2,chemical
ADEL,CEPVL,1,chemical
ADEL,OLLL,6,chemical
ADEL,BDUL,1,chemical
ADEL,RIVR,2,chemical
ADEL,ADEL,2,chemical
ADEL,RIVL,2,chemical
ADEL,VB01,2,chemical
ADEL,RIGL,18,chemical
ADEL,AVEL,3,chemical
ADEL,AVAR,9,chemical
ADEL,IL2L,5,chemical
ADEL,AVDL,2,chemical
ADEL,RMHR,2,chemical
ADEL,SIBDR,2,chemical
ADEL,RMDL,11,chemical
ADEL,SAADR,1,chemical
ADEL,ADER,5,chemical
SMBDL,SMDDL,7,chemical
SMBDL,RMED,4,chemical
SMBDL,SIADL,19,chemical
SMBDL,SMBVL,2,chemical
SMBDL,RIH,2,chemical
SMBDL,SAAVR,9,chemical
SMBDL,SIAVL,3,chemical
SMBDL,ALNR,1,chemical
SMBDL,AIZL,1,chemical
SMBDL,SDQR,18,chemical
PLMR,PDEL,18,chemical
PLMR,AVDR,5,chemical
PLMR,PDER,10,chemical
PLMR,AVAL,3,chemical
PLMR,DVA,19,chemical
PLMR,AVAR,5,chemical
PLMR,AVDL,8,chemical
IL1R,AVER,5,chemical
IL1R,RMDDR,12,chemical
IL1R,RMDR,4,chemical
IL1R,RMHL,3,chemical
IL1R,OLLR,1,chemical
IL1R,RMDVR,17,chemical
IL1R,RMDVL,8,chemical
IL1R,RMDDL,8,chemical
IL1R,URXR,1,chemical
IL1R,RMEL,5,chemical
IL1R,AVEL,2,chemical
IL1R,RMDL,11,chemical
AS07,VD07,20,chemical
AIAR,AWCL,6,chemical
AIAR,ADLR,10,chemical
AIAR,RIFR,10,chemical
AIAR,AIZR,2,chemical
AIAR,ASIR,2,chemical
AIAR,ADAR,4,chemical
AIAR,AIBR,33,chemical
AIAR,AWCR,6,chemical
AIAR,ASKR,1,chemical
AIAR,ASGR,5,chemical
AIAR,AIAR,1,chemical
AIAR,AWAR,4,chemical
AIAR,ASER,5,chemical
PVPL,PVDL,1,chemical
PVPL,AVDR,3,chemical
PVPL,PVCL,3,chemical
PVPL,AVBR,12,chemical
PVPL,AVAL,4,chemical
PVPL,AVHR,3,chemical
PVPL,ADAL,1,chemical
PVPL,AQR,8,chemical
PVPL,AVBL,13,chemical
PVPL,RIR,1,chemical
PVPL,RIGL,3,chemical
PVPL,AVAR,3,chemical
PVPL,PVCR,9,chemical
RIVL,SIAVR,5,chemical
RIVL,SMDVL,2,chemical
RIVL,RMDVL,5,chemical
RIVL,RIAL,5,chemical
RIVL,SMDDR,8,chemical
RIVL,RIVR,1,chemical
RIVL,RIAR,2,chemical
RIVL,RMDL,4,chemical
RIVL,SAADR,11,chemical
RIR,AWBR,1,chemical
RIR,RIGR,4,chemical
RIR,AIMR,1,chemical
RIR,AIZR,15,chemical
RIR,AFDR,1,chemical
RIR,DVA,9,chemical
RIR,ADFR,4,chemical
RIR,ADAR,1,chemical
RIR,AQR,2,chemical
RIR,ASHL,1,chemical
RIR,ASHR,1,chemical
RIR,RMGL,1,chemical
RIR,AUAL,7,chemical
RIR,URXL,9,chemical
RIR,RIAL,11,chemical
RIR,BAGR,1,chemical
RIR,AIZL,12,chemical
RIR,PVPR,1,chemical
RIR,URXR,6,chemical
RIR,ADFL,1,chemical
RIR,PVPL,2,chemical
RIR,HSNL,1,chemical
RIR,RIGL,2,chemical
RIR,RMGR,1,chemical
RIR,AVEL,4,chemical
RIR,RIAR,4,chemical
RMEV,RMED,1,chemical
RMEV,RMDDR,1,chemical
RMEV,RIH,2,chemical
RMEV,RIS,1,chemical
RMEV,SMDVL,1,chemical
RMEV,SMDDR,1,chemical
RMEV,RMDDL,1,chemical
RMEV,RIBR,2,chemical
VD07,VA07,2,chemical
VD07,DD04,1,chemical
VD07,VB06,2,chemical
VD07,VB07,1,chemical
VD01,VA01,8,chemical
VD01,DD01,2,chemical
VD01,VB01,5,chemical
BDUR,URADR,3,chemical
BDUR,AVJL,5,chemical
BDUR,PVCL,3,chemical
BDUR,AVBR,1,chemical
BDUR,PVNR,5,chemical
BDUR,AVAL,7,chemical
BDUR,AVHL,2,chemical
BDUR,CEPVR,1,chemical
BDUR,PVNL,11,chemical
BDUR,ALMR,4,chemical
BDUR,SDQL,2,chemical
BDUR,HSNR,8,chemical
BDUR,ADER,4,chemical
URYDR,SMDDL,11,chemical
URYDR,AVER,2,chemical
URYDR,RMED,7,chemical
URYDR,AWCL,1,chemical
URYDR,CEPDR,3,chemical
URYDR,SMDVR,3,chemical
URYDR,OLQDR,1,chemical
URYDR,RMDVR,12,chemical
URYDR,AVBL,1,chemical
URYDR,RMDDL,9,chemical
URYDR,RIBR,1,chemical
URYDR,URXR,1,chemical
URYDR,AVEL,5,chemical
URYDR,IL1DR,5,chemical
VB08,DD06,19,chemical
VB08,DD05,10,chemical
VB08,VA11,2,chemical
VB08,VD09,5,chemical
VB08,VD10,6,chemical
VA05,DD03,17,chemical
VA05,VD05,9,chemical
VA05,DD02,6,chemical
VA05,VA06,2,chemical
VA05,VB04,1,chemical
AS03,VD03,23,chemical
AS03,DD01,2,chemical
AS03,DA03,1,chemical
HSNL,VC05,9,chemical
HSNL,RIFL,9,chemical
HSNL,AWBR,3,chemical
HSNL,AVFL,11,chemical
HSNL,RIML,4,chemical
HSNL,ADLR,1,chemical
HSNL,ASKL,3,chemical
HSNL,AVJL,3,chemical
HSNL,AIMR,2,chemical
HSNL,AIZR,3,chemical
HSNL,AWBL,5,chemical
HSNL,ASHL,3,chemical
HSNL,ASHR,1,chemical
HSNL,ADLL,1,chemical
HSNL,AVFR,4,chemical
HSNL,ASKR,2,chemical
HSNL,AIZL,6,chemical
HSNL,AIAL,8,chemical
HSNL,RIR,3,chemical
HSNL,HSNL,1,chemical
HSNL,AWAR,3,chemical
HSNL,PVQL,1,chemical
HSNL,RMGR,1,chemical
HSNL,HSNR,5,chemical
HSNL,ASJR,2,chemical
DB01,VD02,24,chemical
DB01,DA02,2,chemical
DB01,DA01,16,chemical
DB01,VD03,2,chemical
DB01,FLPR,1,chemical
DB01,VD01,18,chemical
DB01,RID,1,chemical
DB01,DD01,31,chemical
DB01,AS01,28,chemical
DB01,AS02,4,chemical
RID,RMED,5,chemical
RID,DD03,2,chemical
RID,DA02,1,chemical
RID,DA06,2,chemical
RID,VD05,1,chemical
RID,AS11,1,chemical
RID,FLPL,1,chemical
RID,DD02,2,chemical
RID,DB01,1,chemical
RID,DD01,3,chemical
RID,VD13,2,chemical
DD01,VD02,1,chemical
DD01,DA02,3,chemical
AS01,DA01,8,chemical
AS01,VD01,20,chemical
AS01,DB01,3,chemical
AS01,DD01,2,chemical
AS01,AS01,3,chemical
VB01,RIML,10,chemical
VB01,VD02,2,chemical
VB01,VA02,2,chemical
VB01,SMBVL,3,chemical
VB01,SAADL,18,chemical
VB01,RMFL,10,chemical
VB01,ADAL,5,chemical
VB01,AIBR,2,chemical
VB01,VA01,7,chemical
