Source,Target,Weight,Type
VB01,VB02,1,chemical
VB01,VA03,2,chemical
VB01,VD01,4,chemical
VB01,DD01,1,chemical
VB01,VA04,2,chemical
VB01,SAADR,5,chemical
VB01,SABD,1,chemical
AWAR,AWBR,3,chemical
AWAR,RIFR,5,chemical
AWAR,AUAR,1,chemical
AWAR,RIGR,6,chemical
AWAR,AIZR,25,chemical
AWAR,AFDR,23,chemical
AWAR,AIYR,8,chemical
AWAR,ADFR,9,chemical
AWAR,ASGR,1,chemical
AWAR,ASIL,2,chemical
AWAR,AIAR,3,chemical
AWAR,RIR,2,chemical
AWAR,ASER,5,chemical
RMEL,RIPR,1,chemical
RMEL,OLLR,1,chemical
RMEL,IL1R,2,chemical
RMEL,RMEV,1,chemical
IL1DL,RMDDR,3,chemical
IL1DL,IL2DL,1,chemical
IL1DL,RMDVL,3,chemical
IL1DL,RMEL,1,chemical
IL1DL,RIPL,11,chemical
IL1DL,URADL,10,chemical
PVQL,DD06,1,chemical
PVQL,ASJL,3,chemical
PVQL,ASKL,12,chemical
PVQL,DA08,1,chemical
PVQL,AVHR,1,chemical
PVQL,RMGL,1,chemical
PVQL,AIAL,10,chemical
PVQL,PVPL,1,chemical
PVQL,HSNL,3,chemical
PVQL,AWAL,1,chemical
PVQL,HSNR,6,chemical
RIGL,AVER,1,chemical
RIGL,RIBL,3,chemical
RIGL,AIZR,2,chemical
RIGL,RIH,2,chemical
RIGL,DVA,1,chemical
RIGL,OLQVL,2,chemical
RIGL,AVKR,17,chemical
RIGL,AIBR,4,chemical
RIGL,RMGL,6,chemical
RIGL,ALNL,6,chemical
RIGL,ADLL,2,chemical
RIGL,URXL,6,chemical
RIGL,BAGR,3,chemical
RIGL,AIZL,10,chemical
RIGL,ADFL,1,chemical
RIGL,PVPL,2,chemical
RIGL,RIR,8,chemical
RIGL,AVEL,7,chemical
RIGL,RMHR,23,chemical
AIYL,AIBL,3,chemical
AIYL,AWCL,5,chemical
AIYL,AFDL,2,chemical
AIYL,RIBL,42,chemical
AIYL,RIH,1,chemical
AIYL,RIAL,51,chemical
AIYL,AWCR,3,chemical
AIYL,AIZL,67,chemical
AIYL,RIR,1,chemical
AIYL,AWAL,14,chemical
AIYL,HSNR,1,chemical
AIYL,ASER,1,chemical
RMGR,AVER,6,chemical
RMGR,SIADL,1,chemical
RMGR,SIAVR,2,chemical
RMGR,AVJL,4,chemical
RMGR,RIGR,2,chemical
RMGR,AIMR,2,chemical
RMGR,RMDR,7,chemical
RMGR,SAADL,3,chemical
RMGR,SAAVR,1,chemical
RMGR,AVBR,3,chemical
RMGR,SMBVR,1,chemical
RMGR,AVAL,1,chemical
RMGR,ADAR,2,chemical
RMGR,ASHR,1,chemical
RMGR,SIBDL,2,chemical
RMGR,OLLR,1,chemical
RMGR,RMDVR,23,chemical
RMGR,ALNR,4,chemical
RMGR,AVBL,2,chemical
RMGR,RMDDL,1,chemical
RMGR,ALMR,1,chemical
RMGR,URXR,3,chemical
RMGR,RIR,1,chemical
RMGR,IL2R,2,chemical
RMGR,AVDL,2,chemical
RMGR,RMDL,20,chemical
RMGR,ADER,2,chemical
VD12,DD06,2,chemical
VD12,VB11,1,chemical
VD12,VC06,1,chemical
VD12,VA11,3,chemical
VD12,VA12,13,chemical
IL2R,AVER,2,chemical
IL2R,URADR,2,chemical
IL2R,RIH,19,chemical
IL2R,OLQDR,10,chemical
IL2R,URAVR,1,chemical
IL2R,URBR,3,chemical
IL2R,OLLR,5,chemical
IL2R,OLQVR,26,chemical
IL2R,URXR,1,chemical
IL2R,IL1R,2,chemical
IL2R,RMEV,2,chemical
IL2R,RMEL,5,chemical
IL2R,RMGR,1,chemical
IL2R,RMDL,3,chemical
IL2R,ADER,5,chemical
DB07,DD06,1,chemical
DB07,DA09,3,chemical
DB07,VD11,5,chemical
DB07,AS11,2,chemical
DB07,VD09,5,chemical
DB07,AS10,2,chemical
DB07,VD12,5,chemical
DB07,VD13,1,chemical
DB07,VD10,7,chemical
DB07,VD08,5,chemical
AVEL,SABVL,16,chemical
AVEL,VD02,1,chemical
AVEL,SABVR,12,chemical
AVEL,DA02,5,chemical
AVEL,DB03,1,chemical
AVEL,ALML,1,chemical
AVEL,DA04,1,chemical
AVEL,PVCL,1,chemical
AVEL,DA01,11,chemical
AVEL,AVAL,17,chemical
AVEL,VD03,1,chemical
AVEL,DB04,1,chemical
AVEL,RMGL,2,chemical
AVEL,VA01,12,chemical
AVEL,VA03,1,chemical
AVEL,AS03,2,chemical
AVEL,AS01,3,chemical
AVEL,AVAR,3,chemical
AVEL,VA04,1,chemical
AVEL,PVCR,2,chemical
AVEL,PVT,1,chemical
AVEL,AVDL,5,chemical
AVEL,DA03,6,chemical
AVEL,SABD,18,chemical
VD13,DD06,3,chemical
VD13,PVWL,1,chemical
VD13,VA12,11,chemical
VD13,VD12,1,chemical
VD13,VD13,2,chemical
VD13,AVAR,2,chemical
VD13,PVCR,1,chemical
AVAR,AVER,3,chemical
AVAR,DA09,3,chemical
AVAR,LUAL,4,chemical
AVAR,VA09,7,chemical
AVAR,VA07,7,chemical
AVAR,DA05,9,chemical
AVAR,SMDVR,1,chemical
AVAR,PDEL,3,chemical
AVAR,AS05,1,chemical
AVAR,VA02,5,chemical
AVAR,AVDR,6,chemical
AVAR,SABVR,2,chemical
AVAR,DA02,9,chemical
AVAR,DB03,2,chemical
AVAR,DA04,9,chemical
AVAR,SAAVR,6,chemical
AVAR,PVCL,20,chemical
AVAR,AVBR,4,chemical
AVAR,DA01,2,chemical
AVAR,PDER,3,chemical
AVAR,DA08,20,chemical
AVAR,AVAL,7,chemical
AVAR,DA06,4,chemical
AVAR,DB05,2,chemical
AVAR,VA11,13,chemical
AVAR,AS11,10,chemical
AVAR,AS08,10,chemical
AVAR,VA10,4,chemical
AVAR,VA06,9,chemical
AVAR,AS06,2,chemical
AVAR,AVBL,3,chemical
AVAR,LUAR,16,chemical
AVAR,DB02,2,chemical
AVAR,VA03,6,chemical
AVAR,AS07,6,chemical
AVAR,VA05,2,chemical
AVAR,AS01,2,chemical
AVAR,RIGL,1,chemical
AVAR,AVEL,2,chemical
AVAR,VA04,6,chemical
AVAR,PVCR,20,chemical
AVAR,AS09,10,chemical
AVAR,VA08,7,chemical
AVAR,DA07,6,chemical
AVAR,AVDL,3,chemical
AVAR,AS02,3,chemical
AVAR,DA03,8,chemical
AVAR,AS04,2,chemical
PVWR,AVDR,2,chemical
PVWR,AVL,1,chemical
PVWR,VA12,1,chemical
PVWR,LUAR,1,chemical
PVWR,AVAR,1,chemical
PVWR,PVCR,1,chemical
PVWR,PVT,2,chemical
VC03,SABVL,1,chemical
VC03,VC01,5,chemical
VC03,PVQR,2,chemical
VC03,DD03,5,chemical
VC03,VC02,2,chemical
VC03,VD02,1,chemical
VC03,AVJL,1,chemical
VC03,AVL,1,chemical
VC03,PVNR,1,chemical
VC03,VD03,2,chemical
VC03,DD04,16,chemical
VC03,VD05,3,chemical
VC03,DD02,3,chemical
VC03,VB02,1,chemical
VC03,AVBL,1,chemical
VC03,VD04,3,chemical
VC03,PVPR,2,chemical
VC03,VD07,8,chemical
VC03,VD01,2,chemical
VC03,DD01,1,chemical
VC03,HSNR,1,chemical
VC03,PVT,5,chemical
VC03,VB04,1,chemical
VC03,VD06,5,chemical
RIPL,BAGL,7,chemical
RIPL,RIH,2,chemical
RIPL,OLQDR,2,chemical
RIPL,OLQVL,1,chemical
RIPL,OLLL,4,chemical
RIPL,ADFL,3,chemical
RIPL,RIPL,3,chemical
VA04,AVER,1,chemical
VA04,DD02,17,chemical
VA04,VD04,8,chemical
VA04,AVAR,1,chemical
VA04,VB04,1,chemical
VA04,AVDL,1,chemical
VA04,VB03,8,chemical
VB06,VA07,3,chemical
VB06,PVNR,1,chemical
VB06,DVA,1,chemical
VB06,DD04,32,chemical
VB06,VD07,22,chemical
VB06,VA08,2,chemical
VB06,VD06,1,chemical
VB06,VB07,1,chemical
PHCR,DA09,23,chemical
PHCR,PVQR,4,chemical
PHCR,PHAR,2,chemical
PHCR,AVHR,2,chemical
PHCR,DVA,22,chemical
PHCR,VA12,8,chemical
PHCR,LUAR,6,chemical
PHCR,PHCL,4,chemical
PHCR,PVCR,25,chemical
PVCR,AVER,6,chemical
PVCR,DA05,2,chemical
PVCR,PVDL,2,chemical
PVCR,PDEL,1,chemical
PVCR,AVDR,6,chemical
PVCR,VB11,3,chemical
PVCR,AVL,1,chemical
PVCR,DA02,1,chemical
PVCR,DB03,6,chemical
PVCR,DA04,1,chemical
PVCR,PVCL,5,chemical
PVCR,AVBR,14,chemical
PVCR,AVAL,10,chemical
PVCR,DVA,3,chemical
PVCR,DB05,3,chemical
PVCR,PVR,1,chemical
PVCR,AVHL,1,chemical
PVCR,DB04,6,chemical
PVCR,AQR,2,chemical
PVCR,FLPL,2,chemical
PVCR,AVBL,21,chemical
PVCR,LUAR,1,chemical
PVCR,PVPR,1,chemical
PVCR,DB02,4,chemical
PVCR,SIBVR,10,chemical
PVCR,VB08,2,chemical
PVCR,RID,19,chemical
PVCR,DB07,1,chemical
PVCR,AVEL,6,chemical
PVCR,AVAR,5,chemical
PVCR,PVWR,1,chemical
PVCR,VB06,4,chemical
PVCR,DA07,1,chemical
PVCR,PVDR,1,chemical
PVCR,VB04,1,chemical
PVCR,AVDL,16,chemical
PVCR,VB07,1,chemical
PVCR,VB03,1,chemical
IL1DR,URADR,8,chemical
IL1DR,PVR,5,chemical
IL1DR,IL2DR,5,chemical
IL1DR,RIPR,28,chemical
IL1DR,OLLR,1,chemical
IL1DR,RMDVR,32,chemical
IL1DR,RMDDL,11,chemical
IL1DR,IL1R,2,chemical
IL1DR,URYDR,2,chemical
IL1DR,IL1DR,1,chemical
SDQR,AIBL,8,chemical
SDQR,SIADL,2,chemical
SDQR,ALML,1,chemical
SDQR,AVBR,19,chemical
SDQR,RMHL,15,chemical
SDQR,AVAL,8,chemical
SDQR,DVA,10,chemical
SDQR,ADLL,1,chemical
SDQR,RICL,1,chemical
SDQR,AVBL,23,chemical
SDQR,SDQL,4,chemical
SDQR,RMHR,7,chemical
SDQR,RICR,3,chemical
AS09,VD09,20,chemical
VA08,AS05,3,chemical
VA08,DD05,9,chemical
VA08,DD04,9,chemical
VA08,VD09,3,chemical
VA08,VD07,2,chemical
VA08,AS03,4,chemical
VA08,VB06,1,chemical
VA08,AS02,1,chemical
VA08,VD08,3,chemical
VA08,AS04,11,chemical
IL2VR,RMED,2,chemical
IL2VR,RMER,17,chemical
IL2VR,ADLR,1,chemical
IL2VR,IL1VR,29,chemical
IL2VR,RIH,5,chemical
IL2VR,AVAL,1,chemical
IL2VR,URAVR,16,chemical
IL2VR,RIPR,43,chemical
IL2VR,OLQVR,9,chemical
IL2VR,SIADR,1,chemical
IL2VR,URXR,1,chemical
IL2VR,RMEV,15,chemical
IL2VR,RMEL,8,chemical
IL2VR,RIAR,2,chemical
DA07,DA06,1,chemical
DA07,DD04,3,chemical
DA07,DB06,1,chemical
DA07,VD09,10,chemical
DA07,VD07,10,chemical
DA07,VD08,12,chemical
SDQL,SMBDR,11,chemical
SDQL,ALML,1,chemical
SDQL,RIS,8,chemical
SDQL,PVCL,1,chemical
SDQL,AVBR,2,chemical
SDQL,AVAL,6,chemical
SDQL,DVA,1,chemical
SDQL,PVR,1,chemical
SDQL,RMFL,3,chemical
SDQL,RIPR,1,chemical
SDQL,AIBR,2,chemical
SDQL,FLPL,2,chemical
SDQL,SIBVL,1,chemical
SDQL,SIADR,2,chemical
SDQL,AVBL,1,chemical
SDQL,AVEL,1,chemical
SDQL,AVAR,8,chemical
SDQL,AVDL,3,chemical
SDQL,RICR,3,chemical
SDQL,SAADR,2,chemical
AWAL,AFDL,7,chemical
AWAL,AWBL,9,chemical
AWAL,ADAL,2,chemical
AWAL,ASHL,2,chemical
AWAL,ASEL,7,chemical
AWAL,AIZL,23,chemical
AWAL,AIYL,3,chemical
AWAL,ASGL,1,chemical
VD10,VB09,1,chemical
VD10,VA10,2,chemical
RIAR,SMDDL,32,chemical
RIAR,SMDVR,26,chemical
RIAR,SMBDR,2,chemical
RIAR,AUAR,2,chemical
RIAR,RMDDR,53,chemical
RIAR,RMDR,35,chemical
RIAR,SMBVR,2,chemical
RIAR,ADFR,2,chemical
RIAR,SIAVL,7,chemical
RIAR,RMDVR,47,chemical
RIAR,CEPVR,1,chemical
RIAR,SMDVL,43,chemical
RIAR,RMDVL,57,chemical
RIAR,RIAL,38,chemical
RIAR,SIADR,4,chemical
RIAR,SMDDR,26,chemical
RIAR,CEPVL,1,chemical
RIAR,RMDDL,48,chemical
RIAR,RIBR,1,chemical
RIAR,RIVR,3,chemical
RIAR,IL1R,2,chemical
RIAR,RIVL,3,chemical
RIAR,AVAR,2,chemical
RIAR,RIAR,3,chemical
RIAR,RMDL,9,chemical
RIAR,SAADR,1,chemical
ASGL,AIBL,17,chemical
ASGL,ASKL,2,chemical
ASGL,AINR,2,chemical
ASGL,AIAL,46,chemical
PVDR,VA09,2,chemical
PVDR,PVDL,2,chemical
PVDR,VB05,2,chemical
PVDR,PVCL,29,chemical
PVDR,AVAL,9,chemical
PVDR,DVA,5,chemical
PVDR,PVR,4,chemical
PVDR,VA12,3,chemical
PVDR,AVAR,30,chemical
PVDR,VB06,4,chemical
PVDR,PVCR,29,chemical
PVDR,AVDL,1,chemical
HSNR,AVER,1,chemical
HSNR,AIBL,2,chemical
HSNR,VC05,2,chemical
HSNR,PVQR,1,chemical
HSNR,VC04,1,chemical
HSNR,AVFL,4,chemical
HSNR,DA05,2,chemical
HSNR,VC02,6,chemical
HSNR,RIML,1,chemical
HSNR,AS05,2,chemical
HSNR,RIFR,6,chemical
HSNR,AVDR,1,chemical
HSNR,AVJL,3,chemical
HSNR,RMDDR,1,chemical
HSNR,AIZR,1,chemical
HSNR,SABVR,1,chemical
HSNR,AWBL,2,chemical
HSNR,RIMR,1,chemical
HSNR,PVNR,2,chemical
HSNR,DA06,1,chemical
HSNR,AVHR,2,chemical
HSNR,DB05,1,chemical
HSNR,AVHL,2,chemical
HSNR,ASHL,4,chemical
HSNR,AVFR,2,chemical
HSNR,VA06,2,chemical
HSNR,AIZL,3,chemical
HSNR,PVPR,1,chemical
HSNR,AIAL,3,chemical
HSNR,BDUR,2,chemical
HSNR,HSNL,1,chemical
HSNR,RMGR,1,chemical
HSNR,AVEL,1,chemical
HSNR,VC03,1,chemical
HSNR,PVT,1,chemical
HSNR,SABD,1,chemical
PVT,AIBL,5,chemical
PVT,RIGR,6,chemical
PVT,AVL,3,chemical
PVT,RIH,2,chemical
PVT,RIS,1,chemical
PVT,RMFL,3,chemical
PVT,AVKR,8,chemical
PVT,AIBR,10,chemical
PVT,AVKL,7,chemical
PVT,DVC,3,chemical
PVT,RMEV,4,chemical
PVT,RIGL,1,chemical
PVT,RMFR,7,chemical
IL2L,RMER,10,chemical
IL2L,RMDR,3,chemical
IL2L,RIH,25,chemical
IL2L,OLQVL,19,chemical
IL2L,IL1L,6,chemical
IL2L,OLQDL,20,chemical
IL2L,RICL,1,chemical
IL2L,URXL,3,chemical
IL2L,URAVL,2,chemical
IL2L,ADEL,6,chemical
IL2L,RMEV,5,chemical
IL2L,AVEL,2,chemical
RMFR,RMDR,1,chemical
RMFR,RIH,1,chemical
RMFR,AVKR,9,chemical
RMFR,AVKL,7,chemical
RMFR,DVC,2,chemical
RMFR,RMDL,6,chemical
VB04,DD03,13,chemical
VB04,VB05,1,chemical
VB04,VD05,3,chemical
VB04,DD02,7,chemical
VB04,VD04,1,chemical
VB04,AVG,1,chemical
VB04,VA05,1,chemical
VB04,VA04,1,chemical
AVDL,SABVL,2,chemical
AVDL,LUAL,2,chemical
AVDL,DA05,1,chemical
AVDL,AVDR,5,chemical
AVDL,AVJL,1,chemical
AVDL,SABVR,5,chemical
AVDL,DA02,2,chemical
AVDL,DA04,3,chemical
AVDL,PVCL,1,chemical
AVDL,DA01,4,chemical
AVDL,DA08,2,chemical
AVDL,AVAL,37,chemical
AVDL,VA12,1,chemical
AVDL,AS11,4,chemical
AVDL,VA10,2,chemical
AVDL,VA01,2,chemical
AVDL,DVC,2,chemical
AVDL,AS10,1,chemical
AVDL,VA03,3,chemical
AVDL,VA05,1,chemical
AVDL,AVEL,5,chemical
AVDL,AVAR,37,chemical
AVDL,DA03,9,chemical
AVDL,SABD,5,chemical
AVDL,AS04,2,chemical
ASJR,PVQR,19,chemical
ASJR,ASKR,12,chemical
ASJR,HSNR,1,chemical
URADL,RIH,3,chemical
URADL,RMEL,8,chemical
URADL,IL1DL,4,chemical
URADL,RIPL,12,chemical
RMHR,SMDDL,3,chemical
RMHR,RMER,4,chemical
RMHR,RMDR,1,chemical
RMHR,RMHL,3,chemical
RMHR,AIBR,3,chemical
RMHR,RMGL,8,chemical
RMHR,CEPVL,1,chemical
RMHR,RMDL,4,chemical
ASER,AIBL,4,chemical
ASER,AWCL,1,chemical
ASER,AFDL,2,chemical
ASER,ADLR,1,chemical
ASER,ASKL,1,chemical
ASER,AFDR,3,chemical
ASER,AIYR,38,chemical
ASER,AIBR,32,chemical
ASER,ASHR,2,chemical
ASER,ADLL,4,chemical
ASER,ASEL,3,chemical
ASER,AWCR,1,chemical
ASER,AIZL,1,chemical
ASER,AIAL,8,chemical
ASER,AIAR,4,chemical
ASER,AWAR,1,chemical
ASER,AIYL,9,chemical
SIBDR,SIADR,2,chemical
SIBDR,SMDDR,10,chemical
RMDL,RIML,3,chemical
RMDL,RMDDR,7,chemical
RMDL,RMDR,8,chemical
RMDL,RIS,1,chemical
RMDL,SMBVR,2,chemical
RMDL,RMHL,3,chemical
RMDL,AVKR,1,chemical
RMDL,IL1L,1,chemical
RMDL,OLLR,3,chemical
RMDL,RMDVR,3,chemical
RMDL,RMDVL,2,chemical
RMDL,RIAL,20,chemical
RMDL,SMDDR,1,chemical
RMDL,SIBVR,3,chemical
RMDL,RIBR,1,chemical
RMDL,URXR,1,chemical
RMDL,IL1R,1,chemical
RMDL,RIVL,1,chemical
RMDL,RIAR,22,chemical
RMDL,RMFR,1,chemical
RMDL,ADER,3,chemical
AS02,VD02,21,chemical
AS02,DB01,1,chemical
AS02,RID,2,chemical
AS02,DD01,3,chemical
RICR,SMDDL,9,chemical
RICR,AIBL,2,chemical
RICR,CEPDL,1,chemical
RICR,CEPDR,1,chemical
RICR,SMDVR,3,chemical
RICR,RIML,10,chemical
RICR,SMBDR,3,chemical
RICR,RIMR,1,chemical
RICR,AVAL,15,chemical
RICR,RMFL,1,chemical
RICR,AVKR,1,chemical
RICR,ADAR,2,chemical
RICR,URBR,2,chemical
RICR,AIBR,2,chemical
RICR,RMGL,1,chemical
RICR,RICL,3,chemical
RICR,SMDVL,6,chemical
RICR,SMDDR,9,chemical
RICR,AIZL,6,chemical
RICR,RIVL,1,chemical
RICR,VB01,7,chemical
RICR,AVAR,13,chemical
PVM,PDEL,10,chemical
PVM,PVCL,1,chemical
PVM,PDER,7,chemical
PVM,DVA,3,chemical
PVM,PVR,3,chemical
PVM,AVM,2,chemical
PVM,AVKL,15,chemical
PVM,PVCR,2,chemical
PVM,PVM,6,chemical
DA03,DB03,2,chemical
DA03,DA04,2,chemical
DA03,VD03,43,chemical
DA03,DD02,3,chemical
DA03,VD04,13,chemical
DA03,AS04,2,chemical
SAADR,AIBL,1,chemical
SAADR,RIML,14,chemical
SAADR,PLNR,1,chemical
SAADR,SMBDR,2,chemical
SAADR,RIMR,23,chemical
SAADR,SMBVR,1,chemical
SAADR,AVAL,1,chemical
SAADR,RMFL,5,chemical
SAADR,AIBR,1,chemical
SAADR,RMGL,1,chemical
SAADR,SMDVL,5,chemical
SAADR,OLLL,3,chemical
SAADR,AVAR,26,chemical
SAADR,RMFR,1,chemical
SAADR,SABD,2,chemical
SABD,SAADL,4,chemical
SABD,SAADR,4,chemical
VD06,DD03,6,chemical
VD06,VB05,1,chemical
VD06,PVNR,1,chemical
VD06,AVAL,1,chemical
VD06,VA06,3,chemical
VD08,VA09,1,chemical
VD08,DD04,5,chemical
VD08,VA08,2,chemical
VD08,PVT,1,chemical
VD08,VB07,2,chemical
ADER,AVER,4,chemical
ADER,AVJR,1,chemical
ADER,CEPDR,5,chemical
ADER,SMDVR,1,chemical
ADER,AVDR,5,chemical
ADER,RIGR,11,chemical
ADER,ASIR,1,chemical
ADER,RMDR,6,chemical
ADER,AVAL,9,chemical
ADER,FLPR,4,chemical
ADER,ADAR,1,chemical
ADER,URBR,1,chemical
ADER,FLPL,1,chemical
ADER,OLLR,3,chemical
ADER,CEPVR,1,chemical
ADER,ALNR,1,chemical
ADER,URXR,2,chemical
ADER,ADEL,3,chemical
ADER,IL1R,1,chemical
ADER,RIGL,12,chemical
ADER,RMGR,5,chemical
ADER,IL2R,1,chemical
ADER,AVAR,4,chemical
ADER,RIAR,1,chemical
ADER,RMDL,1,chemical
AIML,RIFL,2,chemical
AIML,CEPDL,3,chemical
AIML,AVFL,5,chemical
AIML,ASJL,2,chemical
AIML,ASKL,7,chemical
AIML,AVJL,1,chemical
AIML,SMBVL,4,chemical
AIML,ALML,1,chemical
AIML,AVHR,1,chemical
AIML,AVHL,2,chemical
AIML,RMGL,3,chemical
AIML,AVFR,4,chemical
AIML,URXL,1,chemical
AIML,AIAL,11,chemical
AIML,RID,2,chemical
AIML,PVQL,1,chemical
AIML,ASGL,8,chemical
AIML,AVDL,1,chemical
VB07,VA09,1,chemical
VB07,DD05,29,chemical
VB07,DD04,11,chemical
VB07,VA10,1,chemical
VB07,VD09,6,chemical
VB07,VD08,5,chemical
VB03,VD03,4,chemical
VB03,DD02,36,chemical
VB03,VD04,6,chemical
VB03,VA05,1,chemical
VB03,VA04,10,chemical
AS04,DD02,4,chemical
AS04,VD04,21,chemical
AS04,DB02,2,chemical
AS04,DD01,2,chemical
AS04,DA03,2,chemical
